OBJECTID,old_collision,pedes_collision,gridid,Shape_Length,Avg_price,Avg_SKY,Avg_VEGETATION,Avg_BUILDING,Avg_ROAD,Avg_SIDEWALK,Avg_VEHICLE,Avg_armchair,Avg_bench,Avg_building1,Avg_fence,Avg_light,Avg_plant,Avg_poster,Avg_signboard,Avg_stairway,Avg_streetlight,Avg_traffic_light,num_park,num_store,num_supermarket,num_foodmarket,num_superfoodmar,num_traffic,num_bank,num_school,num_residential,num_agingfaculty,num_hospital,num_drugstore,num_clinic,num_streetgov,Avg_old,Avg_total,Avg_carNumAll,Avg_landuse_green,num_market,landuse_commercial,landuse_estates,landuse_estates_new,landuse_estates_old,landuse_estates_villa,road_width,min_lanes,lanes_wide,speedlimit,num_junction,num_subbus,num_hos_cli,len_x_car,OBJECTID_1,POINT_X,POINT_Y
164,0,0,3.10E+11,200.0000191,42972,0.229415417,0.368113518,0.185412884,0.133327484,0.045951366,0.007297039,0,0,0.185412884,0.01219368,0,0.000659943,0,0.000776768,0,0.000118732,0,0,8,2,7,9,37,1,2,11,2,4,2,1,0,29.81578946,103.4360902,138.5,43711.20516,9,0,665013.4107,663673.9095,0,1339.490745,6,2,3,40,0,36,5,27700.00265,164,13509280.96,3660458.51
395,2,19,3.10E+11,200.0000379,61365.02532,0.262479146,0.10071214,0.405696551,0.115177949,0.026378791,0.059627215,0,0.000379403,0.405696551,0.001780192,0,0.008614858,0,0.003108819,0.0000723,0.001236916,0.000358899,1,23,5,16,21,37,9,8,30,0,0,7,1,6,24.15041782,106.9442897,1881.5,10398.4215,21,9091.044457,429873.4757,422538.7636,5974.12253,1360.605585,6,2,3,40,2,42,1,376300.0713,395,13517278.06,3661044.505
987,0,3,3.10E+11,200.0000694,55620.7,0.405301094,0.120754838,0.127957106,0.134820342,0.010648251,0.040156603,0,0.001331806,0.127957106,0.00848639,0,0.018911481,0,0.004989147,0.00000668,0.000166297,0.00000536,1,7,2,2,4,60,1,5,14,1,0,3,0,5,18.09433963,138.245283,3080.666667,124627.7458,4,91091.14778,234741.5188,226843.5299,6522.597524,1375.413536,12,4,3,60,0,27,0,616133.5472,987,13516065.35,3659513.019
832,0,5,3.10E+11,133.0670895,41724.71795,0.236515522,0.330071926,0.17967701,0.142533779,0.033051491,0.008466721,0,0.000173092,0.179514408,0.002171516,0,0.048228264,0.000701427,0.003200054,0,0.000621319,0.000479698,0,23,6,6,12,34,15,6,19,0,2,5,0,2,36.10328638,128.5446009,215,13989.35523,12,74865.32295,390381.5537,388971.0379,0,1410.49974,9,3,3,40,1,41,2,28609.42424,832,13516417.41,3662146.8
736,0,0,3.10E+11,200.0000465,39206.89744,0.240146001,0.34969902,0.157162348,0.106021245,0.066407839,0.020752271,0,0.0000283,0.157162348,0.010856946,0,0.004909833,0,0.002036095,0.0000401,0.001161257,0.001489003,0,16,3,4,7,51,20,4,16,0,2,5,0,4,27.47692307,122.9076923,200,42683.38267,7,290448.4782,164072.7874,162169.9391,0,1902.822875,3,1,3,40,1,45,2,40000.0093,736,13513910.44,3659634.185
76,1,2,3.10E+11,116.8733962,37875.58333,0.300346375,0.173578501,0.196615458,0.134671926,0.03234005,0.03419137,0,0.000396252,0.196615458,0.002374172,0,0.006834745,0.00000453,0.002852201,0.000377417,0.000352621,0.001165867,1,8,2,2,4,21,4,3,12,1,4,4,0,3,24.72413793,88.80689655,410,1219.502421,4,16945.68258,360994.4271,359006.4176,0,1988.010787,15,5,3,40,1,38,4,47918.09244,76,13510641.06,3657509.782
989,0,0,3.10E+11,199.9999683,39382.62963,0.419888179,0.156763872,0.211005529,0.18276151,0.004049142,0.006768545,0,0,0.211005529,0.001212438,0,0.051296075,0.000214736,0.005690098,0,0.000594457,0.0000825,1,8,1,0,1,54,13,1,12,0,1,2,0,3,17.95652174,72.86956522,1125.5,80774.64439,1,178751.1129,72155.57831,64377.16272,5676.4784,2101.932858,6,2,3,60,0,33,1,225099.9643,989,13509615.08,3659480.804
708,0,13,3.10E+11,100.0554596,55507.88235,0.351369381,0.209396362,0.202114582,0.139501572,0.032530785,0.022115231,0,0,0.202114582,0.005975246,0,0.00287056,0.000188828,0.008275509,0,0.00123024,0.000332355,0,3,4,2,6,38,8,5,12,0,0,3,1,0,35.1171875,158.8984375,0,0,6,0,506338.9141,503885.2096,0,2453.713206,9,3,3,40,1,40,1,0,708,13512454.99,3660921.105
831,0,3,3.10E+11,200.0000077,40612.30233,0.1141723,0.522587458,0.155673027,0.104531288,0.045718829,0.029646556,0,0.000210126,0.155673027,0.000400225,0,0.030068398,0,0.001011213,0,0.000255903,0,1,19,5,2,7,65,28,3,16,0,0,6,1,2,34.88028168,131.3309859,192,52118.50946,7,185346.2232,251673.3832,248887.8025,0,2785.567237,9,3,3,40,0,40,1,38400.00148,831,13516587.19,3662072.597
774,0,0,3.10E+11,199.9999884,51627.82353,0.335067113,0.284176191,0.162858327,0.147365252,0.024831772,0.02987957,0,0.0000992,0.162858327,0.001209895,0,0.016854286,0,0.000777562,0.0000896,0.000516891,0.0000664,0,7,5,4,9,41,3,4,16,1,2,4,0,2,34.74911661,120.4982332,1351,18473.837,9,9910.991643,663618.4756,656749.4352,3724.500771,3144.517266,6,2,3,50,0,30,2,270199.9843,774,13512370.31,3659800.869
926,0,0,3.10E+11,200.000004,48393.08333,0.091837247,0.498310089,0.181457202,0.091168404,0.06558005,0.01348114,0,0.000455856,0.181457202,0.005242666,0,0.001238505,0,0.001083692,0,0.0000842,0,0,11,6,11,17,43,8,4,20,2,0,8,1,1,41.70531402,146.2898551,273,24276.97374,17,0,604979.5388,601691.1745,0,3288.414405,6,2,3,40,0,77,1,54600.00109,926,13507657.84,3657780.544
149,0,0,3.10E+11,200.0000694,40058.625,0.312660694,0.348008156,0.10149622,0.154688358,0.036075115,0.001333714,0,0,0.10149622,0.023952484,0,0.006642342,0,0.000113964,0,0.0000234,0,0,3,1,0,1,14,0,1,7,3,3,1,0,0,29.48971193,104.835391,299,61688.36506,1,0,588595.0128,585254.9132,0,3340.083178,6,2,3,40,0,36,3,59800.02075,149,13509101.08,3660590.415
1097,1,1,3.10E+11,199.9999784,45228.47619,0.228433927,0.310324987,0.254775047,0.133440018,0.030327479,0.011624336,0,0.0000852,0.254775047,0.021055857,0,0.001334508,0,0.001966476,0,0.0000137,0.0000537,0,31,8,20,28,18,8,5,18,1,5,9,0,5,40.8076923,135.7902098,595,0,28,11470.14568,539709.9324,536210.3823,0,3499.565501,6,2,3,40,1,48,5,118999.9871,1097,13515907.7,3659900.756
249,2,11,3.10E+11,199.9999894,52551.44444,0.412653923,0.046338081,0.316779613,0.148449421,0.031574249,0.014368057,0,0,0.316779613,0.007626057,0,0.001849651,0,0.000326157,0,0.00040102,0.00000715,2,13,5,9,14,57,5,8,20,0,2,3,0,4,30.4319066,109.1284047,812,115559.9029,14,66077.15198,537502.1842,533940.1835,0,3561.977102,6,2,3,40,1,38,2,162399.9914,249,13512741.07,3659485.258
91,0,4,3.10E+11,199.9999482,41513.14634,0.218418598,0.313082695,0.254243851,0.147233963,0.021377563,0.027227879,0,0,0.254243851,0.000153065,0,0.010651588,0,0.001287937,0,0.000142097,0.0000739,1,20,4,10,14,71,11,2,17,3,2,5,0,2,26.20903955,97.02259887,799,23188.57944,14,48146.59784,511454.8989,499432.8288,8346.80497,3675.288287,9,3,3,40,1,29,2,159799.9586,91,13516199.01,3660963.028
171,0,0,3.10E+11,200.0000604,52437.31818,0.226336797,0.232233683,0.087804794,0.144551277,0.013033549,0.010118802,0,0,0.087804794,0.000570297,0.000310262,0.053082466,0.00000254,0.001109123,0,0.0000661,0.00000731,2,6,3,2,5,57,4,3,13,1,1,3,1,4,21.49999998,162.9210526,1867.5,104423.3314,5,89716.5935,224597.76,214299.4177,6522.597524,3775.745083,12,4,3,50,0,26,2,373500.1128,171,13513491.5,3658892.406
226,2,2,3.10E+11,200.0000143,46367.69231,0.270780245,0.444657008,0.08935674,0.086984634,0.061522802,0.00652949,0,0.00000477,0.08935674,0.003727913,0,0.014482816,0,0.006950061,0,0.000594457,0.00000858,2,12,5,4,9,57,6,6,14,0,1,5,0,1,19.8646288,80.95633188,387,21907.17607,9,0,616258.1515,612089.3126,0,4168.86957,9,3,3,40,0,22,1,77400.00553,226,13510617.26,3660203.444
1177,0,1,0,200.0000492,66446.11765,0.125540098,0.129570007,0.339505831,0.140289942,0.031362216,0.034801483,0,0.000000318,0.339505831,0.003525416,0,0.003369331,0,0.00337855,0,0.0000861,0.001013438,0,28,3,8,11,48,13,5,36,0,5,7,3,7,20.82526882,71.21774194,1172,7979.597187,11,64812.10884,400986.0434,320417.9316,76092.31299,4475.862967,10,3,3.5,40,1,53,8,234400.0577,1177,13514514.63,3660944.75
882,0,3,3.10E+11,200.0000096,38557,0.460269928,0.077372551,0.189810276,0.132311344,0.016985893,0.110975742,0,0,0.189810276,0.001821995,0,0.000410557,0,0.001623631,0,0.00022316,0,0,2,2,0,2,0,0,1,5,2,3,0,0,0,28.37500001,109.4285714,248,81990.39159,2,0,436120.3875,431643.5192,0,4476.859052,6,2,3,40,0,28,3,49600.00238,882,13515112.25,3659115.519
618,0,0,3.10E+11,200.0000477,34238.35,0.335456212,0.22366492,0.21213754,0.131656965,0.022314072,0.036366463,0,0.0000757,0.21213754,0.000820478,0,0.002423604,0,0.001278877,0,0.000415166,0,0,10,2,2,4,26,2,0,8,0,0,4,3,3,31.91525425,142.6864407,278,12270.44877,4,0,459337.749,454763.6972,0,4574.047578,9,3,3,40,0,48,3,55600.01326,618,13511538.94,3661217.178
176,0,1,3.10E+11,199.9999605,39383.41935,0.29213047,0.311992009,0.15755558,0.130179405,0.026753426,0.060709318,0,0.000180244,0.15755558,0.00107193,0,0.012311935,0,0.004673322,0.000000318,0.000230471,0.001905759,0,19,4,10,14,50,10,6,21,0,3,6,0,5,32.33986929,122.0784314,1615.5,34737.77672,14,133990.3747,310167.2616,305443.7602,0,4723.4875,6,2,3,50,0,27,3,323099.9362,176,13513702.04,3659868.076
1036,0,0,3.10E+11,199.9999701,58418.55556,0.286942005,0.302014828,0.162049294,0.1657691,0.033874512,0.01804781,0,0.000113964,0.162049294,0.002736568,0,0.008676052,0,0.000844955,0.000360966,0.0000539,0.0000176,1,5,0,3,3,49,15,0,13,1,2,2,4,0,25.39726027,209.7123288,631,41317.81291,3,5980.009715,451203.6879,443859.7079,2527.320275,4816.702165,6,2,3,40,1,25,6,126199.9811,1036,13516798.62,3661222.571
817,1,0,3.10E+11,199.9999613,46476.86047,0.279281192,0.143495348,0.328039593,0.053405444,0.018172688,0.010430654,0,0.0000674,0.328039593,0.00976891,0,0.003234016,0.0000211,0.003712124,0,0.0000171,0,0,30,5,21,26,17,6,7,22,1,5,10,1,5,45.98660714,154.9419643,1218.75,0,26,0,485817.6744,480915.2734,0,4902.394034,10,3,3.5,60,0,38,6,243749.9528,817,13515497.22,3661346.874
737,0,7,3.10E+11,270.0381235,39282.9375,0.287029028,0.374608278,0.095207691,0.102723122,0.051545858,0.01703167,0,0,0.095207691,0.009176493,0,0.002573013,0,0.00030303,0,0.000833273,0.00000834,0,11,4,3,7,45,15,4,16,0,2,3,0,4,24.54901962,118.0588235,128,70803.97005,7,259912.2273,128116.6836,122891.3609,0,5225.304196,9,3,3,40,1,43,2,34564.87981,737,13513803.71,3659489.215
297,0,2,3.10E+11,199.9999817,49150.4375,0.439460993,0.096915245,0.085864782,0.183280349,0.01009357,0.052708387,0,0.000368237,0.085855961,0.00102973,0,0.001398683,0.000000834,0.002771497,0,0.000435591,0.000406027,2,6,3,2,5,42,5,3,12,1,1,3,1,4,18.27586207,113.6551724,2645.6,112213.4071,5,103658.5339,127422.9053,115312.1845,6522.597524,5588.121783,12,4,3,60,0,35,2,529119.9516,297,13513645,3659010.928
28,2,12,3.10E+11,200.0000459,46428.84615,0.263447444,0.226930618,0.300965945,0.103586515,0.052435239,0.015555382,0,0.0000515,0.300965945,0.006562551,0,0.011118571,0,0.002932549,0.000178337,0.001074155,0.000145594,0,21,5,14,19,66,12,4,25,1,4,5,0,4,22.20190023,77.35391924,432,15706.32182,19,27146.07214,521359.9488,500415.1842,15297.94207,5646.81013,6,2,3,40,3,16,4,86400.01983,28,13516472.11,3660826.852
930,0,1,3.10E+11,199.9999338,39340.84,0.398192088,0.254968961,0.117818832,0.099274317,0.058901787,0.007507006,0,0,0.117818832,0.038705508,0,0,0,0.000307401,0,0.0000505,0,0,20,4,6,10,51,4,1,15,0,1,8,4,3,28.67669172,112.6015038,215,41567.59659,10,0,397634.4118,391741.6736,0,5892.744287,9,3,3,40,0,45,5,42999.98577,930,13507752.96,3658467.385
988,0,2,3.10E+11,199.9999654,52522.63636,0.460495114,0.101779699,0.062473178,0.172976136,0.008609653,0.043550372,0,0.0000185,0.062473178,0.006837845,0,0.008555293,0.00000226,0.003303528,0,0.000768304,0.0000386,2,10,3,2,5,51,4,4,16,1,1,3,0,5,21.32258064,147.6129032,1582.666667,135550.4659,5,113743.1455,142135.0231,129645.1389,6522.597524,5967.284703,15,5,3,60,0,34,1,316533.2786,988,13515972.76,3659328.502
1215,0,2,3.10E+11,199.9999959,46217.12121,0.209146818,0.169715563,0.452195168,0.053349177,0.023241361,0.01376311,0,0,0.452195168,0.00728035,0,0.005595525,0,0.002317429,0,0.0000563,0,0,19,3,10,13,59,9,2,15,3,3,8,0,2,32.55,130.0833333,89,39845.17133,13,88650.71047,424166.6652,410490.7658,7655.910961,6020.028117,3,1,3,40,1,47,3,17799.99964,1215,13515901.21,3660890.841
990,0,0,3.10E+11,199.9999839,46264.15789,0.563160261,0.082410177,0.085962137,0.215980212,0.00575765,0.027517796,0,0.00000683,0.085950375,0.000271479,0,0.015502453,0,0.001411915,0,0.000470797,0.0000679,2,7,3,2,5,38,6,3,12,0,1,3,0,4,16.5357143,75.5,1451,113951.8704,5,126279.2501,89853.16963,77258.95348,6522.597524,6071.611482,15,5,3,50,1,42,1,290199.9766,990,13509022.4,3659558.349
949,0,0,3.10E+11,200.0000202,39049.73333,0.309640408,0.355710983,0.088763237,0.156126499,0.026607513,0.031470776,0,0,0.088763237,0.002828598,0,0.006310463,0,0.002383232,0,0.001507759,0.0000167,0,6,4,0,4,48,16,2,16,1,1,2,0,4,19.64705882,95.38235294,1306,70570.51419,4,290714.6306,65819.42335,59746.93471,0,6072.484315,9,3,3,40,1,44,1,261200.0264,949,13508902.67,3658296.749
114,0,4,3.10E+11,199.9999547,47422.15152,0.082720121,0.53209432,0.166056951,0.118187269,0.054457029,0.011507988,0,0,0.166056951,0.002118429,0,0.000342051,0.00278759,0.00276502,0.00000413,0.000179291,0.000372887,0,26,6,17,23,87,12,6,35,0,2,7,1,1,30.46311475,104.1106557,1155,26744.5727,23,24319.12249,404613.1975,389828.4081,8589.727683,6195.094357,3,1,3,40,1,26,3,230999.9477,114,13516950.52,3660055.785
781,0,0,3.10E+11,199.9999464,38142.79487,0.365351677,0.193525632,0.193962415,0.147515297,0.021381378,0.038908323,0,0,0.193962415,0.011974335,0,0.012133598,0,0.003340721,0,0.00064532,0.000106494,0,19,4,9,13,55,17,6,22,0,2,6,0,5,29.5862069,113.7155172,1454,40236.71237,13,182986.2383,233317.5821,227095.6191,0,6221.952619,6,2,3,50,1,33,2,290799.9221,781,13513765.93,3659771.84
948,0,0,3.10E+11,152.8805517,39353.72414,0.346884727,0.295443535,0.110937119,0.140720367,0.016922474,0.052167416,0,0.000133514,0.110937119,0.0000362,0,0.003496647,0,0.001119137,0,0.000073,0.0000324,1,13,4,4,8,54,14,3,13,3,1,4,0,4,16.24,92.48,1247,120142.5902,8,220829.2347,48592.83034,41274.31718,1096.096773,6222.414005,9,3,3,40,1,33,1,190642.048,948,13508903.15,3658475.101
173,1,1,3.10E+11,199.9999833,41861.34615,0.429253578,0.207488537,0.120356083,0.130161762,0.011825562,0.067687511,0,0.00000286,0.120356083,0.002866268,0,0.002370834,0,0.002037525,0,0.0000958,0.0000324,2,13,4,5,9,51,10,4,14,1,2,5,0,4,17.83333335,92.53333333,2983.5,125340.2311,9,179599.6951,56153.37558,43408.3614,6522.597524,6222.414005,9,3,3,50,1,34,2,596699.9502,173,13513597.5,3659278.103
294,0,0,3.10E+11,199.9999746,48364.76471,0.530923843,0.152288301,0.055640357,0.190607888,0.012044498,0.029681751,0,0.000782422,0.055630275,0.00212138,0,0.008552143,0,0.001473972,0.00020286,0.000294549,0.0000582,2,12,4,3,7,47,4,4,14,1,1,4,0,5,17.92857141,80.46428571,1221.571429,124789.5135,7,129620.8954,98508.09345,85763.07996,6522.597524,6222.414005,15,5,3,50,1,30,1,244314.2548,294,13513455.32,3659071.485
172,0,7,3.10E+11,199.9999308,47043.4,0.471737544,0.084288756,0.074022611,0.206611633,0.006028334,0.039586226,0,0.00000683,0.074010849,0.001339118,0,0.000858625,0.00000127,0.001316388,0,0.000159423,0.0000685,2,8,4,3,7,42,6,4,15,1,1,4,0,4,19.70967742,122.3870968,1477.714286,117778.2902,7,116475.5603,111408.5168,98663.50258,6522.597524,6222.414005,15,5,3,50,1,34,1,295542.7549,172,13513542.02,3659085.975
295,0,0,3.10E+11,200.000051,48500.85714,0.41156292,0.353715324,0.016784096,0.143810081,0.018683624,0.020945549,0,0.000281334,0.016784096,0.001847649,0,0.024109077,0,0.003059959,0.0000813,0.000170135,0,1,14,4,4,8,48,4,6,16,1,0,5,0,6,23.46153847,109.2153846,678,143055.868,8,119778.7889,150099.4732,137354.4883,6522.597524,6222.414005,6,2,3,60,0,31,0,135600.0346,295,13513259.5,3659101.368
240,0,0,3.10E+11,200.0000372,43284.76667,0.372328758,0.195851326,0.199271202,0.150670687,0.051114082,0.008904139,0,0.00000922,0.197347959,0.003563881,0,0.003610293,0,0.005980174,0,0.000491778,0.000727018,2,13,4,8,12,52,10,3,17,0,2,5,0,5,19.11764705,86,1205,145832.393,12,216559.9187,78534.26078,72311.84557,0,6222.414005,9,3,3,40,1,30,2,241000.0448,240,13513535.28,3659430.645
